Year,LocationAbbr,LocationDesc,Question,Category,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Response,DataValueType,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,WeightedNumber,FootnoteText,Url,FootnoteType
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,Hispanic,Insufficiently Active,Age-adjusted Prevalence,20.9,,,19.9,21.9,6019310,,,
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Insufficiently Active,Age-adjusted Prevalence,22.9,,,21.5,24.3,3343357,,,
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",Inactive,Age-adjusted Prevalence,39.1,,,38.3,39.9,16140243,,,
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",Inactive,Age-adjusted Prevalence,47.2,,,45.1,49.4,3584180,,,
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,Hispanic,Inactive,Age-adjusted Prevalence,44.4,,,42.6,46.3,5030770,,,
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Inactive,Age-adjusted Prevalence,37.6,,,34.9,40.3,1617962,,,
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",Inactive,Age-adjusted Prevalence,20.9,,,20.5,21.2,20535598,,,
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",Inactive,Age-adjusted Prevalence,29,,,27.8,30.2,4939272,,,
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,Hispanic,Inactive,Age-adjusted Prevalence,32.4,,,31.3,33.7,8786646,,,
2019,US,"United States, DC & Territories",Aerobic physical activity level among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Inactive,Age-adjusted Prevalence,22.3,,,20.9,23.7,3062956,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",Meets Both Aerobic and Muscle Strengthening,Age-adjusted Prevalence,18.1,,,17.4,18.8,6371351,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",Meets Both Aerobic and Muscle Strengthening,Age-adjusted Prevalence,18.2,,,16.5,20.1,1195915,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,Hispanic,Meets Both Aerobic and Muscle Strengthening,Age-adjusted Prevalence,16.3,,,14.7,18,1681188,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Meets Both Aerobic and Muscle Strengthening,Age-adjusted Prevalence,18.9,,,17,21.1,723356,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",Meets Both Aerobic and Muscle Strengthening,Age-adjusted Prevalence,25.8,,,25.4,26.2,24818766,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",Meets Both Aerobic and Muscle Strengthening,Age-adjusted Prevalence,25.6,,,24.5,26.8,4225198,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,Hispanic,Meets Both Aerobic and Muscle Strengthening,Age-adjusted Prevalence,21.6,,,20.5,22.7,5760823,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Meets Both Aerobic and Muscle Strengthening,Age-adjusted Prevalence,25.1,,,23.5,26.7,3382720,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",Meets Aerobic Only,Age-adjusted Prevalence,24.4,,,23.6,25.1,8845865,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",Meets Aerobic Only,Age-adjusted Prevalence,17.3,,,15.7,19.1,1198174,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,Hispanic,Meets Aerobic Only,Age-adjusted Prevalence,19.6,,,18.1,21.1,2121534,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Meets Aerobic Only,Age-adjusted Prevalence,22.8,,,20.6,25.3,932283,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",Meets Aerobic Only,Age-adjusted Prevalence,31.5,,,31.1,31.9,30960047,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",Meets Aerobic Only,Age-adjusted Prevalence,23,,,21.9,24.1,3738651,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,Hispanic,Meets Aerobic Only,Age-adjusted Prevalence,25.2,,,24.1,26.3,6354494,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Meets Aerobic Only,Age-adjusted Prevalence,29.8,,,28.2,31.5,3916588,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",Meets Muscle Strengthening Only,Age-adjusted Prevalence,12.8,,,12.3,13.4,4496700,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",Meets Muscle Strengthening Only,Age-adjusted Prevalence,15.1,,,13.7,16.6,1087274,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,Hispanic,Meets Muscle Strengthening Only,Age-adjusted Prevalence,11.1,,,9.9,12.4,1135677,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Meets Muscle Strengthening Only,Age-adjusted Prevalence,15,,,12.9,17.5,594184,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",Meets Muscle Strengthening Only,Age-adjusted Prevalence,12.1,,,11.8,12.4,11081945,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",Meets Muscle Strengthening Only,Age-adjusted Prevalence,13.8,,,12.9,14.8,2311112,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,Hispanic,Meets Muscle Strengthening Only,Age-adjusted Prevalence,11.1,,,10.3,11.9,3220846,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Meets Muscle Strengthening Only,Age-adjusted Prevalence,13.6,,,12.6,14.7,1997000,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",Meets Neither,Age-adjusted Prevalence,44.7,,,43.9,45.6,16951766,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",Meets Neither,Age-adjusted Prevalence,49.3,,,47.1,51.5,3548377,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,Hispanic,Meets Neither,Age-adjusted Prevalence,53.1,,,51.1,55,5829090,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Meets Neither,Age-adjusted Prevalence,43.2,,,40.2,46.1,1728019,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",Meets Neither,Age-adjusted Prevalence,30.6,,,30.2,31,29289821,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",Meets Neither,Age-adjusted Prevalence,37.6,,,36.3,38.9,6264424,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,Hispanic,Meets Neither,Age-adjusted Prevalence,42.2,,,40.9,43.4,11282126,,,
2019,US,"United States, DC & Territories",Meeting the physical activity guidelines among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Meets Neither,Age-adjusted Prevalence,31.5,,,30,33.2,4333526,,,
2020,US,"United States, DC & Territories",Smoking status among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"White, non-Hispanic",Current Smoker,Age-adjusted Prevalence,27.9,,,27.1,28.7,8582353,,,
2020,US,"United States, DC & Territories",Smoking status among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Black, non-Hispanic",Current Smoker,Age-adjusted Prevalence,26.1,,,24.1,28.2,1947272,,,
2020,US,"United States, DC & Territories",Smoking status among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,Hispanic,Current Smoker,Age-adjusted Prevalence,15.8,,,14.2,17.7,1814759,,,
2020,US,"United States, DC & Territories",Smoking status among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,Any Disability,Race/Ethnicity,"Other / Multirace, non-Hispanic",Current Smoker,Age-adjusted Prevalence,24.1,,,21.8,26.6,964285,,,
2020,US,"United States, DC & Territories",Smoking status among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"White, non-Hispanic",Current Smoker,Age-adjusted Prevalence,12.7,,,12.3,13,13355036,,,
2020,US,"United States, DC & Territories",Smoking status among adults 18 years of age or older,Health Risks & Behaviors,Disability Status,No Disability,Race/Ethnicity,"Black, non-Hispanic",Current Smoker,Age-adjusted Prevalence,13.2,,,12.2,14.2,2682043,,,
